429847,601,BanditL98,359,298,1015
406943,201,BanditL97,320,270,1015
407689,201,BanditL97,317,261,1015
421784,201,BanditL97,314,259,1015
440406,601,BanditL98,318,253,1015
429535,201,BanditL97,331,268,1015
430887,201,BanditL97,338,271,1015
434543,201,BanditL97,324,276,1015
443487,201,BanditL97,299,265,1015
439969,201,BanditL97,304,258,1015
407947,601,BanditL98,304,268,1015
437583,201,BanditL97,310,267,1015
429876,201,BanditL97,295,254,1015
423402,201,BanditL97,275,272,1015
433421,201,BanditL97,278,254,1015
440289,201,BanditL97,281,268,1015
417817,201,BanditL97,286,267,1015
433307,201,BanditL97,278,269,1015
431766,201,BanditL97,272,275,1015
416971,201,BanditL97,261,263,1015
434609,201,BanditL97,323,252,1015
440291,201,BanditL97,321,253,1015
433781,201,BanditL97,331,258,1015
418452,201,BanditL97,330,255,1015
416979,201,BanditL97,328,255,1015
436409,201,BanditL97,324,254,1015
416452,601,BanditL98,350,254,1015
438483,201,BanditL97,343,254,1015
428655,201,BanditL97,358,267,1015
429585,201,BanditL97,364,257,1015
418342,601,BanditL98,367,261,1015
423634,201,BanditL97,378,265,1015
438045,201,BanditL97,402,271,1015
423904,601,BanditL98,405,291,1015
443436,601,BanditL98,408,290,1015
430803,601,BanditL98,405,289,1015
443435,201,BanditL97,414,277,1015
430956,601,BanditL98,435,290,1015
422648,601,BanditL98,437,289,1015
405646,201,BanditL97,410,260,1015
430166,201,BanditL97,413,257,1015
416541,201,BanditL97,413,260,1015
434429,201,BanditL97,403,269,1015
419739,201,BanditL97,400,269,1015
420018,201,BanditL97,409,269,1015
418503,201,BanditL97,387,252,1015
437338,201,BanditL97,371,243,1015
444983,201,BanditL97,361,251,1015
427266,201,BanditL97,406,250,1015
407670,201,BanditL97,328,242,1015
428379,201,BanditL97,334,235,1015
420633,201,BanditL97,335,240,1015
435351,201,BanditL97,336,235,1015
442919,201,BanditL97,312,244,1015
407806,601,BanditL98,320,248,1015
431687,201,BanditL97,295,223,1015
419728,201,BanditL97,295,227,1015
431788,201,BanditL97,328,224,1015
416166,241,RobberKing,308,224,1015
442668,201,BanditL97,290,237,1015
438323,201,BanditL97,275,243,1015
430978,201,BanditL97,265,223,1015
418735,201,BanditL97,268,214,1015
432695,201,BanditL97,264,208,1015
417054,201,BanditL97,277,211,1015
425510,201,BanditL97,285,200,1015
416554,201,BanditL97,334,224,1015
417301,201,BanditL97,341,219,1015
431535,201,BanditL97,331,218,1015
444971,201,BanditL97,332,216,1015
416913,201,BanditL97,346,218,1015
421936,201,BanditL97,343,217,1015
425113,201,BanditL97,344,223,1015
427468,201,BanditL97,355,216,1015
425467,201,BanditL97,365,230,1015
420062,201,BanditL97,360,233,1015
439011,201,BanditL97,380,217,1015
417009,201,BanditL97,403,245,1015
434179,201,BanditL97,401,246,1015
416218,201,BanditL97,434,245,1015
438219,201,BanditL97,431,252,1015
424489,201,BanditL97,446,235,1015
425513,601,BanditL98,437,235,1015
433868,201,BanditL97,409,222,1015
435980,201,BanditL97,408,224,1015
444970,201,BanditL97,405,223,1015
442156,201,BanditL97,402,230,1015
418819,601,BanditL98,419,226,1015
437815,201,BanditL97,434,226,1015
405928,201,BanditL97,399,231,1015
437796,201,BanditL97,383,217,1015
406625,201,BanditL97,389,231,1015
420890,241,RobberKing,420,217,1015
441360,201,BanditL97,431,217,1015
434203,201,BanditL97,382,215,1015
431961,201,BanditL97,386,214,1015
442410,201,BanditL97,358,213,1015
416135,601,BanditL98,386,212,1015
430644,201,BanditL97,344,215,1015
440180,201,BanditL97,342,201,1015
420051,201,BanditL97,346,216,1015
434221,201,BanditL97,339,200,1015
444985,201,BanditL97,316,213,1015
405915,201,BanditL97,276,195,1015
437866,201,BanditL97,289,182,1015
417429,601,BanditL98,314,192,1015
420980,601,BanditL98,312,192,1015
429805,601,BanditL98,295,205,1015
430638,201,BanditL97,280,178,1015
438014,601,BanditL98,278,178,1015
418317,201,BanditL97,393,204,1015
431051,201,BanditL97,391,205,1015
439626,201,BanditL97,401,201,1015
423296,201,BanditL97,403,198,1015
415658,201,BanditL97,419,211,1015
407602,201,BanditL97,421,207,1015
430725,201,BanditL97,423,211,1015
416679,601,BanditL98,416,198,1015
405484,201,BanditL97,427,201,1015
417135,201,BanditL97,433,211,1015
421832,201,BanditL97,444,208,1015
416756,201,BanditL97,440,222,1015
439897,201,BanditL97,444,226,1015
435420,201,BanditL97,416,193,1015
424242,201,BanditL97,416,196,1015
407771,201,BanditL97,420,183,1015
424183,201,BanditL97,418,180,1015
418746,201,BanditL97,416,168,1015
419986,201,BanditL97,409,181,1015
436041,241,RobberAide,403,162,1015
432592,201,BanditL97,409,174,1015
420754,201,BanditL97,399,195,1015
405544,201,BanditL97,401,195,1015
427976,201,BanditL97,393,198,1015
442465,201,BanditL97,321,180,1015
420123,201,BanditL97,313,180,1015
400813,201,BanditL97,328,197,1015
438585,201,BanditL97,307,181,1015
433705,201,BanditL97,332,193,1015
433311,201,BanditL97,318,180,1015
438827,201,BanditL97,288,169,1015
442171,201,BanditL97,288,172,1015
424446,201,BanditL97,295,173,1015
423344,201,BanditL97,302,172,1015
426594,201,BanditL97,304,176,1015
416153,201,BanditL97,312,169,1015
430447,201,BanditL97,307,174,1015
419002,201,BanditL97,307,178,1015
440351,201,BanditL97,310,177,1015
423688,201,BanditL97,307,167,1015
440709,201,BanditL97,314,168,1015
429431,201,BanditL97,322,172,1015
431207,201,BanditL97,333,179,1015
444759,201,BanditL97,336,188,1015
440678,201,BanditL97,333,186,1015
429930,201,BanditL97,340,184,1015
423315,201,BanditL97,348,184,1015
417322,241,RobberAide,343,185,1015
429438,201,BanditL97,363,181,1015
430207,201,BanditL97,373,189,1015
432847,201,BanditL97,370,189,1015
431658,201,BanditL97,369,191,1015
430881,201,BanditL97,374,192,1015
418476,201,BanditL97,383,189,1015
440026,201,BanditL97,384,196,1015
433012,201,BanditL97,387,197,1015
444862,201,BanditL97,391,192,1015
433984,201,BanditL97,398,184,1015
420333,201,BanditL97,397,194,1015
434434,201,BanditL97,397,180,1015
421843,201,BanditL97,389,168,1015
430668,601,BanditL98,375,168,1015
435505,201,BanditL97,380,166,1015
436458,201,BanditL97,380,176,1015
434536,601,BanditL98,381,172,1015
438577,601,BanditL98,380,170,1015
436321,201,BanditL97,378,167,1015
440651,201,BanditL97,364,169,1015
437874,201,BanditL97,367,170,1015
405760,201,BanditL97,368,168,1015
436329,241,RobberMessenger,351,180,1015
433965,201,BanditL97,354,165,1015
433731,201,BanditL97,355,176,1015
434384,201,BanditL97,343,174,1015
420013,201,BanditL97,339,175,1015
434333,201,BanditL97,333,157,1015
427575,201,BanditL97,332,161,1015
438137,201,BanditL97,339,145,1015
424281,201,BanditL97,317,148,1015
437343,201,BanditL97,327,159,1015
418442,201,BanditL97,313,156,1015
441097,201,BanditL97,312,158,1015
416409,201,BanditL97,304,155,1015
435238,201,BanditL97,310,154,1015
430615,201,BanditL97,309,159,1015
406633,201,BanditL97,306,153,1015
431415,201,BanditL97,287,147,1015
407782,201,BanditL97,294,152,1015
415850,601,BanditL98,291,158,1015
436792,201,BanditL97,291,149,1015
407013,201,BanditL97,295,160,1015
423205,601,BanditL98,293,160,1015
434204,241,RobberMessenger,279,123,1015
433723,201,BanditL97,313,127,1015
434521,201,BanditL97,316,137,1015
415357,241,RobberMessenger,317,127,1015
426628,201,BanditL97,318,132,1015
443304,201,BanditL97,321,126,1015
427615,201,BanditL97,333,135,1015
435823,201,BanditL97,333,126,1015
421980,201,BanditL97,337,143,1015
425416,201,BanditL97,335,142,1015
421956,201,BanditL97,317,123,1015
441017,241,RobberAide,315,125,1015
440591,201,BanditL97,330,121,1015
420861,201,BanditL97,332,121,1015
430571,205,HawKing,340,494,1015
444547,205,HawKing,357,491,1015
407048,205,HawKing,343,491,1015
429464,205,HawKing,354,491,1015
417226,205,HawKing,356,503,1015
416197,205,HawKing,351,505,1015
437723,205,HawKing,337,497,1015
419671,605,HawkL93,339,515,1015
426630,205,HawKing,353,516,1015
436720,205,HawKing,357,530,1015
427989,605,HawkL93,363,490,1015
428083,205,HawKing,361,489,1015
430456,205,HawKing,364,500,1015
417508,205,HawKing,364,494,1015
434236,205,HawKing,360,495,1015
419992,605,HawkL93,362,508,1015
423507,205,HawKing,361,524,1015
424386,605,HawkL93,362,531,1015
412098,605,HawkL93,363,536,1015
417277,205,HawKing,356,513,1015
426617,205,HawKing,343,525,1015
428111,205,HawKing,343,527,1015
438158,205,HawKing,349,530,1015
415471,605,HawkL93,365,515,1015
434467,605,HawkL93,373,529,1015
421869,205,HawKing,368,513,1015
441698,205,HawKing,368,540,1015
430494,205,HawKing,352,548,1015
438328,205,HawKing,358,551,1015
403639,605,HawkL93,361,542,1015
433848,205,HawKing,355,559,1015
433203,605,HawkL93,367,562,1015
440602,205,HawKing,358,554,1015
429697,205,HawKing,364,574,1015
421076,605,HawkL93,378,584,1015
433092,205,HawKing,374,595,1015
424478,205,HawKing,394,627,1015
423163,205,HawKing,402,601,1015
437144,205,HawKing,413,576,1015
435942,205,HawKing,408,608,1015
405705,205,HawKing,402,559,1015
430357,605,HawkL93,367,548,1015
406615,605,HawkL93,362,549,1015
433923,205,HawKing,388,547,1015
405542,605,HawkL93,378,547,1015
443251,205,HawKing,398,546,1015
434571,605,HawkL93,413,544,1015
430400,205,HawKing,411,552,1015
406581,205,HawKing,381,546,1015
429686,605,HawkL93,383,536,1015
407008,205,HawKing,378,536,1015
417389,605,HawkL93,400,537,1015
423607,605,HawkL93,396,535,1015
417443,205,HawKing,405,537,1015
433734,605,HawkL93,412,542,1015
407894,205,HawKing,382,556,1015
408746,205,HawKing,382,523,1015
420834,205,HawKing,408,525,1015
436526,605,HawkL93,405,525,1015
424633,205,HawKing,385,515,1015
416962,605,HawkL93,387,517,1015
416941,605,HawkL93,381,513,1015
417083,205,HawKing,393,517,1015
419944,205,HawKing,407,520,1015
