401245,268,EvilExecutioner,211,167,10166
402270,268,EvilExecutioner,208,167,10166
434163,900,Guard1,72,127,10166
435362,154,EvilScout,90,114,10166
437220,154,EvilScout,101,113,10166
421303,154,EvilScout,92,115,10166
439352,154,EvilScout,98,114,10166
406046,154,EvilScout,97,117,10166
406309,154,EvilScout,98,125,10166
426323,154,EvilScout,101,125,10166
426585,154,EvilScout,109,148,10166
427778,154,EvilScout,111,150,10166
409606,154,EvilScout,101,131,10166
417604,154,EvilScout,113,109,10166
427045,154,EvilScout,114,153,10166
428021,154,EvilScout,122,162,10166
420107,154,EvilScout,94,163,10166
420164,154,EvilScout,100,164,10166
421318,154,EvilScout,102,154,10166
440498,154,EvilScout,73,172,10166
431732,154,EvilScout,117,183,10166
406121,154,EvilScout,90,187,10166
421818,154,EvilScout,124,190,10166
431692,154,EvilScout,115,189,10166
425754,154,EvilScout,83,178,10166
403422,268,EvilExecutioner,93,201,10166
410914,268,EvilExecutioner,103,198,10166
410698,268,EvilExecutioner,81,191,10166
429163,268,EvilExecutioner,121,212,10166
407093,268,EvilExecutioner,120,208,10166
400134,268,EvilExecutioner,104,194,10166
412366,268,EvilExecutioner,96,194,10166
406593,268,EvilExecutioner,106,205,10166
445586,268,EvilExecutioner,99,214,10166
429844,268,EvilExecutioner,89,210,10166
429118,268,EvilExecutioner,127,217,10166
441102,268,EvilExecutioner,137,177,10166
430868,268,EvilExecutioner,122,228,10166
446717,268,EvilExecutioner,125,230,10166
429469,268,EvilExecutioner,124,228,10166
441407,268,EvilExecutioner,120,229,10166
421155,268,EvilExecutioner,126,228,10166
428067,268,EvilExecutioner,125,219,10166
412096,268,EvilExecutioner,115,231,10166
412345,268,EvilExecutioner,117,236,10166
434379,268,EvilExecutioner,133,212,10166
429674,268,EvilExecutioner,135,214,10166
441900,268,EvilExecutioner,140,223,10166
442841,268,EvilExecutioner,132,227,10166
447544,268,EvilExecutioner,118,237,10166
446857,268,EvilExecutioner,126,231,10166
404072,268,EvilExecutioner,171,222,10166
406954,268,EvilExecutioner,178,254,10166
436190,268,EvilExecutioner,131,208,10166
445526,268,EvilExecutioner,157,264,10166
421198,268,EvilExecutioner,152,267,10166
443108,268,EvilExecutioner,159,268,10166
414449,268,EvilExecutioner,148,277,10166
446463,268,EvilExecutioner,164,270,10166
429499,268,EvilExecutioner,157,285,10166
429320,268,EvilExecutioner,147,285,10166
429500,268,EvilExecutioner,160,282,10166
429044,268,EvilExecutioner,145,297,10166
406380,268,EvilExecutioner,172,261,10166
406721,268,EvilExecutioner,183,250,10166
441375,268,EvilExecutioner,187,256,10166
438742,268,EvilExecutioner,200,259,10166
428407,315,EvilCenturion,207,278,10166
439125,268,EvilExecutioner,218,258,10166
401543,268,EvilExecutioner,207,233,10166
403463,268,EvilExecutioner,205,216,10166
403767,268,EvilExecutioner,210,236,10166
433103,268,EvilExecutioner,223,256,10166
433219,268,EvilExecutioner,220,253,10166
430508,268,EvilExecutioner,223,263,10166
400766,315,EvilCenturion,221,260,10166
420268,315,EvilCenturion,219,302,10166
430945,315,EvilCenturion,212,311,10166
435427,315,EvilCenturion,197,310,10166
414381,315,EvilCenturion,224,329,10166
421387,315,EvilCenturion,227,330,10166
427831,315,EvilCenturion,220,338,10166
430112,315,EvilCenturion,224,340,10166
439838,315,EvilCenturion,216,327,10166
420829,315,EvilCenturion,250,333,10166
418564,315,EvilCenturion,248,342,10166
420313,315,EvilCenturion,246,337,10166
421335,315,EvilCenturion,244,335,10166
429617,315,EvilCenturion,223,337,10166
421407,315,EvilCenturion,222,346,10166
420878,315,EvilCenturion,224,350,10166
438163,315,EvilCenturion,226,348,10166
422028,315,EvilCenturion,222,348,10166
439894,154,EvilScout,137,170,10166
421009,315,EvilCenturion,249,369,10166
424534,315,EvilCenturion,250,378,10166
427100,315,EvilCenturion,247,372,10166
412420,315,EvilCenturion,259,348,10166
423698,315,EvilCenturion,252,378,10166
420966,315,EvilCenturion,256,319,10166
427756,315,EvilCenturion,254,319,10166
423239,154,EvilScout,140,93,10166
423310,315,EvilCenturion,266,306,10166
417235,315,EvilCenturion,267,329,10166
421259,315,EvilCenturion,264,337,10166
421287,315,EvilCenturion,262,338,10166
417451,315,EvilCenturion,289,328,10166
433363,315,EvilCenturion,290,348,10166
420242,315,EvilCenturion,288,330,10166
421973,315,EvilCenturion,296,322,10166
412987,315,EvilCenturion,296,325,10166
433432,315,EvilCenturion,297,346,10166
434930,315,EvilCenturion,293,354,10166
435235,315,EvilCenturion,298,351,10166
438374,315,EvilCenturion,308,332,10166
444218,315,EvilCenturion,316,344,10166
439146,315,EvilCenturion,295,290,10166
436519,315,EvilCenturion,288,288,10166
429538,315,EvilCenturion,311,275,10166
429642,315,EvilCenturion,309,280,10166
427790,315,EvilCenturion,309,276,10166
443995,315,EvilCenturion,306,281,10166
403993,315,EvilCenturion,360,267,10166
413159,315,EvilCenturion,351,273,10166
447789,315,EvilCenturion,353,272,10166
412132,315,EvilCenturion,350,271,10166
407661,315,EvilCenturion,353,275,10166
431943,315,EvilCenturion,356,277,10166
410162,315,EvilCenturion,324,255,10166
446721,315,EvilCenturion,370,254,10166
418826,315,EvilCenturion,360,270,10166
448757,315,EvilCenturion,359,273,10166
401035,315,EvilCenturion,357,276,10166
427832,315,EvilCenturion,353,271,10166
427932,315,EvilCenturion,351,277,10166
428030,315,EvilCenturion,354,279,10166
427886,315,EvilCenturion,350,268,10166
440685,315,EvilCenturion,352,237,10166
440820,315,EvilCenturion,354,243,10166
410875,315,EvilCenturion,351,243,10166
429174,315,EvilCenturion,350,241,10166
443515,315,EvilCenturion,373,228,10166
424473,315,EvilCenturion,322,224,10166
437343,315,EvilCenturion,328,227,10166
410123,315,EvilCenturion,333,248,10166
427386,315,EvilCenturion,320,256,10166
438059,315,EvilCenturion,317,235,10166
448411,315,EvilCenturion,321,229,10166
436087,268,EvilExecutioner,119,213,10166
436644,154,EvilScout,120,145,10166
438719,315,EvilCenturion,315,229,10166
428267,315,EvilCenturion,297,253,10166
437274,154,EvilScout,173,96,10166
429472,315,EvilCenturion,296,256,10166
429325,315,EvilCenturion,297,248,10166
429113,315,EvilCenturion,291,253,10166
430699,315,EvilCenturion,294,246,10166
418814,315,EvilCenturion,270,252,10166
421626,315,EvilCenturion,245,258,10166
434647,268,EvilExecutioner,248,224,10166
434783,268,EvilExecutioner,241,225,10166
434889,268,EvilExecutioner,240,218,10166
429835,268,EvilExecutioner,227,223,10166
428018,268,EvilExecutioner,228,224,10166
441169,268,EvilExecutioner,249,215,10166
427769,268,EvilExecutioner,238,215,10166
404162,268,EvilExecutioner,226,225,10166
420775,268,EvilExecutioner,215,209,10166
403549,268,EvilExecutioner,208,229,10166
407432,268,EvilExecutioner,211,251,10166
447260,268,EvilExecutioner,178,240,10166
444877,268,EvilExecutioner,119,242,10166
430799,268,EvilExecutioner,158,283,10166
431633,268,EvilExecutioner,145,286,10166
428538,268,EvilExecutioner,153,283,10166
430169,268,EvilExecutioner,158,268,10166
431531,268,EvilExecutioner,161,273,10166
442716,268,EvilExecutioner,156,266,10166
428557,268,EvilExecutioner,161,263,10166
447609,268,EvilExecutioner,161,275,10166
432041,268,EvilExecutioner,174,258,10166
432918,268,EvilExecutioner,177,256,10166
430847,268,EvilExecutioner,145,296,10166
445283,268,EvilExecutioner,118,265,10166
423168,268,EvilExecutioner,114,261,10166
439576,268,EvilExecutioner,155,260,10166
422637,268,EvilExecutioner,104,253,10166
429441,268,EvilExecutioner,112,251,10166
428298,268,EvilExecutioner,110,236,10166
430458,268,EvilExecutioner,124,244,10166
429554,268,EvilExecutioner,118,237,10166
431640,268,EvilExecutioner,118,240,10166
446356,268,EvilExecutioner,109,233,10166
436062,268,EvilExecutioner,124,229,10166
438143,268,EvilExecutioner,120,225,10166
429690,268,EvilExecutioner,116,235,10166
429867,268,EvilExecutioner,123,220,10166
431326,268,EvilExecutioner,97,215,10166
431563,268,EvilExecutioner,95,210,10166
436300,268,EvilExecutioner,107,203,10166
421949,154,EvilScout,44,165,10166
421943,154,EvilScout,44,162,10166
421462,154,EvilScout,46,164,10166
423614,268,EvilExecutioner,98,204,10166
417433,268,EvilExecutioner,99,198,10166
427152,268,EvilExecutioner,105,220,10166
440854,268,EvilExecutioner,108,203,10166
417814,268,EvilExecutioner,106,199,10166
437556,268,EvilExecutioner,88,196,10166
436512,154,EvilScout,121,184,10166
406540,154,EvilScout,118,187,10166
417363,154,EvilScout,122,191,10166
438492,268,EvilExecutioner,134,179,10166
436181,268,EvilExecutioner,134,211,10166
438118,268,EvilExecutioner,134,209,10166
447958,154,EvilScout,151,164,10166
417142,154,EvilScout,145,164,10166
439915,268,EvilExecutioner,145,192,10166
435964,268,EvilExecutioner,152,181,10166
438339,268,EvilExecutioner,145,196,10166
437920,154,EvilScout,115,182,10166
434942,154,EvilScout,108,169,10166
425666,268,EvilExecutioner,99,201,10166
411887,268,EvilExecutioner,135,199,10166
438063,154,EvilScout,91,163,10166
413209,154,EvilScout,103,161,10166
437462,154,EvilScout,141,167,10166
411484,154,EvilScout,123,156,10166
437530,154,EvilScout,145,174,10166
434392,154,EvilScout,133,135,10166
425486,268,EvilExecutioner,143,180,10166
426586,268,EvilExecutioner,143,178,10166
442758,268,EvilExecutioner,156,176,10166
429935,268,EvilExecutioner,174,184,10166
411227,268,EvilExecutioner,135,188,10166
412468,268,EvilExecutioner,150,178,10166
425998,268,EvilExecutioner,150,191,10166
440536,268,EvilExecutioner,171,160,10166
439485,268,EvilExecutioner,175,162,10166
409652,268,EvilExecutioner,177,163,10166
425586,154,EvilScout,128,151,10166
442421,154,EvilScout,150,162,10166
440845,154,EvilScout,141,169,10166
426649,154,EvilScout,123,143,10166
416584,154,EvilScout,149,168,10166
427057,154,EvilScout,122,150,10166
429151,154,EvilScout,119,160,10166
426760,154,EvilScout,120,152,10166
403617,154,EvilScout,159,90,10166
422977,154,EvilScout,155,99,10166
402541,154,EvilScout,135,90,10166
429776,154,EvilScout,167,89,10166
433000,154,EvilScout,177,88,10166
424302,154,EvilScout,167,82,10166
416484,154,EvilScout,162,83,10166
423397,154,EvilScout,167,87,10166
412641,154,EvilScout,125,79,10166
438679,154,EvilScout,162,76,10166
417022,154,EvilScout,139,106,10166
416747,154,EvilScout,147,99,10166
418273,154,EvilScout,119,85,10166
419000,154,EvilScout,115,85,10166
401684,154,EvilScout,113,85,10166
417184,154,EvilScout,101,73,10166
448692,154,EvilScout,106,109,10166
405364,154,EvilScout,96,122,10166
416507,154,EvilScout,94,121,10166
447202,154,EvilScout,110,107,10166
434419,154,EvilScout,108,107,10166
447757,154,EvilScout,104,114,10166
448343,154,EvilScout,98,114,10166
443692,154,EvilScout,81,97,10166
435129,154,EvilScout,107,84,10166
425393,154,EvilScout,101,118,10166
405915,154,EvilScout,101,116,10166
412471,154,EvilScout,95,131,10166
425644,154,EvilScout,83,116,10166
